"Reason for Credit Entry","Sub Order No","Catalog ID","Order Date","Order source","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"READY_TO_SHIP","314069916541899392_1","140293713","2026-07-29","","Madhya Pradesh","Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML)","VEQIX HAIR OIL 1","Free Size","1","47.0","47.0",
"READY_TO_SHIP","314073037432149504_1","140303371","2026-07-29","Ad order","Madhya Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314075238953853696_1","140303371","2026-07-29","Ad order","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314075392259800256_1","239430270","2026-07-29","","Uttar Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314077070220475584_1","140303371","2026-07-29","Ad order","Andhra Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314078877072687808_1","239430270","2026-07-29","","Maharashtra","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314078981527118592_1","239430270","2026-07-29","Ad order","Maharashtra","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314079191678964352_1","239430270","2026-07-29","","Haryana","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","162.0",
"READY_TO_SHIP","314081151144108800_1","221051511","2026-07-29","","Karnataka","Hair Oil with Rosemary Pro Hair Serum","RM-Hair-Oil-DH-Serum","Free Size","1","95.0","95.0",
"READY_TO_SHIP","314082612909325504_1","308441354","2026-07-29","Ad order","Maharashtra","Veqix Almond Nourshing Body Lotion 900ml","VQ-Honey-Almond-Body-Lotion-003","Free Size","1","212.0","174.0",
"READY_TO_SHIP","314083784445541440_1","140303371","2026-07-29","Ad order","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","187.0",
"READY_TO_SHIP","314084718233245184_1","239430270","2026-07-29","Ad order","Maharashtra","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","164.0",
"CANCELLED","314086877073652800_1","140303378","2026-07-29","","Rajasthan","Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set)","Shampoo + Conditioner","Free Size","1","91.0","91.0",
"READY_TO_SHIP","314087942771376832_1","140303371","2026-07-29","Ad order","Rajasthan","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314090191467774656_1","140303371","2026-07-29","Ad order","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314090580191159040_1","308201321","2026-07-29","","Odisha","Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair","VQ-Flaxseed-Gel-03","Free Size","1","273.0","252.0",
"READY_TO_SHIP","314097331019856960_1","239430270","2026-07-29","Ad order","Maharashtra","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","164.0",
"READY_TO_SHIP","314099570854265536_1","140303371","2026-07-29","Ad order","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","176.0","138.0",
"READY_TO_SHIP","314100088439767744_1","239430270","2026-07-29","Ad order","West Bengal","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","164.0",
"CANCELLED","314101330561847936_1","418768994","2026-07-29","Ad order","Assam","Veqix Hairfall Control Shampoo & Conditioner Combo with Aloe, Bhringraj & Rice Water for Strong Silky Hair 200ml","Shampoo + Conditioner - 001","Free Size","1","95.0","95.0",
"READY_TO_SHIP","314101645771685056_1","140303371","2026-07-29","","Bihar","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314102319653731520_1","217703004","2026-07-29","Ad order","Maharashtra","Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)","RM_HAIR_SERUM","Free Size","1","66.0","66.0",
"READY_TO_SHIP","314102834379293376_1","239430270","2026-07-29","","Telangana","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","151.0",
"READY_TO_SHIP","314104276326404736_1","140303416","2026-07-29","","Uttar Pradesh","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"CANCELLED","314104539753364672_1","140303371","2026-07-29","Ad order","Rajasthan","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
